,Notes,State,State Code,Year,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population
385,Total,Alaska,2,2012.0,,,114,731449
386,,Alaska,2,2013.0,Opium,T40.0,Suppressed,735132
387,,Alaska,2,2013.0,Heroin,T40.1,24,735132
388,,Alaska,2,2013.0,Other opioids,T40.2,38,735132
389,,Alaska,2,2013.0,Methadone,T40.3,Suppressed,735132
390,,Alaska,2,2013.0,Other synthetic narcotics,T40.4,12,735132
391,,Alaska,2,2013.0,Cocaine,T40.5,13,735132
392,,Alaska,2,2013.0,Other and unspecified narcotics,T40.6,Suppressed,735132
393,,Alaska,2,2013.0,Cannabis (derivatives),T40.7,Suppressed,735132
394,,Alaska,2,2013.0,Lysergide [LSD],T40.8,Suppressed,735132
395,,Alaska,2,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,735132
396,Total,Alaska,2,2013.0,,,104,735132
397,,Alaska,2,2014.0,Opium,T40.0,Suppressed,736732
398,,Alaska,2,2014.0,Heroin,T40.1,25,736732
399,,Alaska,2,2014.0,Other opioids,T40.2,43,736732
400,,Alaska,2,2014.0,Methadone,T40.3,12,736732
401,,Alaska,2,2014.0,Other synthetic narcotics,T40.4,14,736732
402,,Alaska,2,2014.0,Cocaine,T40.5,11,736732
403,,Alaska,2,2014.0,Other and unspecified narcotics,T40.6,15,736732
404,,Alaska,2,2014.0,Cannabis (derivatives),T40.7,Suppressed,736732
405,,Alaska,2,2014.0,Lysergide [LSD],T40.8,Suppressed,736732
406,,Alaska,2,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,736732
407,Total,Alaska,2,2014.0,,,121,736732
408,,Alaska,2,2015.0,Opium,T40.0,Suppressed,738432
409,,Alaska,2,2015.0,Heroin,T40.1,39,738432
410,,Alaska,2,2015.0,Other opioids,T40.2,53,738432
411,,Alaska,2,2015.0,Methadone,T40.3,10,738432
412,,Alaska,2,2015.0,Other synthetic narcotics,T40.4,15,738432
413,,Alaska,2,2015.0,Cocaine,T40.5,12,738432
414,,Alaska,2,2015.0,Other and unspecified narcotics,T40.6,19,738432
415,,Alaska,2,2015.0,Cannabis (derivatives),T40.7,Suppressed,738432
416,,Alaska,2,2015.0,Lysergide [LSD],T40.8,Suppressed,738432
417,,Alaska,2,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,738432
418,Total,Alaska,2,2015.0,,,152,738432
419,,Alaska,2,2016.0,Opium,T40.0,Suppressed,741894
420,,Alaska,2,2016.0,Heroin,T40.1,51,741894
421,,Alaska,2,2016.0,Other opioids,T40.2,51,741894
422,,Alaska,2,2016.0,Methadone,T40.3,17,741894
423,,Alaska,2,2016.0,Other synthetic narcotics,T40.4,10,741894
424,,Alaska,2,2016.0,Cocaine,T40.5,17,741894
425,,Alaska,2,2016.0,Other and unspecified narcotics,T40.6,26,741894
426,,Alaska,2,2016.0,Cannabis (derivatives),T40.7,Suppressed,741894
427,,Alaska,2,2016.0,Lysergide [LSD],T40.8,Suppressed,741894
428,,Alaska,2,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,741894
429,Total,Alaska,2,2016.0,,,172,741894
430,,Alaska,2,2017.0,Opium,T40.0,Suppressed,739795
431,,Alaska,2,2017.0,Heroin,T40.1,38,739795
432,,Alaska,2,2017.0,Other opioids,T40.2,53,739795
433,,Alaska,2,2017.0,Methadone,T40.3,Suppressed,739795
434,,Alaska,2,2017.0,Other synthetic narcotics,T40.4,38,739795
435,,Alaska,2,2017.0,Cocaine,T40.5,18,739795
436,,Alaska,2,2017.0,Other and unspecified narcotics,T40.6,27,739795
437,,Alaska,2,2017.0,Cannabis (derivatives),T40.7,Suppressed,739795
438,,Alaska,2,2017.0,Lysergide [LSD],T40.8,Suppressed,739795
439,,Alaska,2,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,739795
440,Total,Alaska,2,2017.0,,,182,739795
441,,Alaska,2,2018.0,Opium,T40.0,Suppressed,737438
442,,Alaska,2,2018.0,Heroin,T40.1,32,737438
443,,Alaska,2,2018.0,Other opioids,T40.2,41,737438
444,,Alaska,2,2018.0,Methadone,T40.3,13,737438
445,,Alaska,2,2018.0,Other synthetic narcotics,T40.4,21,737438
446,,Alaska,2,2018.0,Cocaine,T40.5,11,737438
447,,Alaska,2,2018.0,Other and unspecified narcotics,T40.6,24,737438
448,,Alaska,2,2018.0,Cannabis (derivatives),T40.7,Suppressed,737438
449,,Alaska,2,2018.0,Lysergide [LSD],T40.8,Suppressed,737438
450,,Alaska,2,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,737438
451,Total,Alaska,2,2018.0,,,144,737438
452,,Alaska,2,2019.0,Opium,T40.0,Suppressed,731545
453,,Alaska,2,2019.0,Heroin,T40.1,47,731545
454,,Alaska,2,2019.0,Other opioids,T40.2,51,731545
455,,Alaska,2,2019.0,Methadone,T40.3,14,731545
456,,Alaska,2,2019.0,Other synthetic narcotics,T40.4,30,731545
457,,Alaska,2,2019.0,Cocaine,T40.5,14,731545
458,,Alaska,2,2019.0,Other and unspecified narcotics,T40.6,26,731545
459,,Alaska,2,2019.0,Cannabis (derivatives),T40.7,Suppressed,731545
460,,Alaska,2,2019.0,Lysergide [LSD],T40.8,Suppressed,731545
461,,Alaska,2,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,731545
462,Total,Alaska,2,2019.0,,,182,731545
463,Total,Alaska,2,,,,1940,14569726
464,,Arizona,4,1999.0,Opium,T40.0,Suppressed,5023823
465,,Arizona,4,1999.0,Heroin,T40.1,27,5023823
466,,Arizona,4,1999.0,Other opioids,T40.2,86,5023823
467,,Arizona,4,1999.0,Methadone,T40.3,22,5023823
468,,Arizona,4,1999.0,Other synthetic narcotics,T40.4,23,5023823
469,,Arizona,4,1999.0,Cocaine,T40.5,146,5023823
470,,Arizona,4,1999.0,Other and unspecified narcotics,T40.6,103,5023823
471,,Arizona,4,1999.0,Cannabis (derivatives),T40.7,Suppressed,5023823
472,,Arizona,4,1999.0,Lysergide [LSD],T40.8,Suppressed,5023823
473,,Arizona,4,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5023823
474,Total,Arizona,4,1999.0,,,408,5023823
475,,Arizona,4,2000.0,Opium,T40.0,Suppressed,5130632
476,,Arizona,4,2000.0,Heroin,T40.1,15,5130632
477,,Arizona,4,2000.0,Other opioids,T40.2,96,5130632
478,,Arizona,4,2000.0,Methadone,T40.3,18,5130632
479,,Arizona,4,2000.0,Other synthetic narcotics,T40.4,17,5130632
480,,Arizona,4,2000.0,Cocaine,T40.5,132,5130632
481,,Arizona,4,2000.0,Other and unspecified narcotics,T40.6,121,5130632
482,,Arizona,4,2000.0,Cannabis (derivatives),T40.7,Suppressed,5130632
483,,Arizona,4,2000.0,Lysergide [LSD],T40.8,Suppressed,5130632
484,,Arizona,4,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5130632
485,Total,Arizona,4,2000.0,,,401,5130632
486,,Arizona,4,2001.0,Opium,T40.0,Suppressed,5273477
487,,Arizona,4,2001.0,Heroin,T40.1,24,5273477
488,,Arizona,4,2001.0,Other opioids,T40.2,87,5273477
489,,Arizona,4,2001.0,Methadone,T40.3,29,5273477
490,,Arizona,4,2001.0,Other synthetic narcotics,T40.4,20,5273477
491,,Arizona,4,2001.0,Cocaine,T40.5,128,5273477
492,,Arizona,4,2001.0,Other and unspecified narcotics,T40.6,127,5273477
493,,Arizona,4,2001.0,Cannabis (derivatives),T40.7,Suppressed,5273477
494,,Arizona,4,2001.0,Lysergide [LSD],T40.8,Suppressed,5273477
495,,Arizona,4,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5273477
496,Total,Arizona,4,2001.0,,,415,5273477
497,,Arizona,4,2002.0,Opium,T40.0,Suppressed,5396255
498,,Arizona,4,2002.0,Heroin,T40.1,26,5396255
499,,Arizona,4,2002.0,Other opioids,T40.2,138,5396255
500,,Arizona,4,2002.0,Methadone,T40.3,61,5396255
501,,Arizona,4,2002.0,Other synthetic narcotics,T40.4,24,5396255
502,,Arizona,4,2002.0,Cocaine,T40.5,160,5396255
503,,Arizona,4,2002.0,Other and unspecified narcotics,T40.6,117,5396255
504,,Arizona,4,2002.0,Cannabis (derivatives),T40.7,Suppressed,5396255
505,,Arizona,4,2002.0,Lysergide [LSD],T40.8,Suppressed,5396255
506,,Arizona,4,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5396255
507,Total,Arizona,4,2002.0,,,531,5396255
508,,Arizona,4,2003.0,Opium,T40.0,Suppressed,5510364
509,,Arizona,4,2003.0,Heroin,T40.1,65,5510364
510,,Arizona,4,2003.0,Other opioids,T40.2,138,5510364
511,,Arizona,4,2003.0,Methadone,T40.3,71,5510364
512,,Arizona,4,2003.0,Other synthetic narcotics,T40.4,24,5510364
513,,Arizona,4,2003.0,Cocaine,T40.5,142,5510364
514,,Arizona,4,2003.0,Other and unspecified narcotics,T40.6,71,5510364
515,,Arizona,4,2003.0,Cannabis (derivatives),T40.7,Suppressed,5510364
516,,Arizona,4,2003.0,Lysergide [LSD],T40.8,Suppressed,5510364
517,,Arizona,4,2003.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5510364
518,Total,Arizona,4,2003.0,,,511,5510364
519,,Arizona,4,2004.0,Opium,T40.0,Suppressed,5652404
520,,Arizona,4,2004.0,Heroin,T40.1,42,5652404
521,,Arizona,4,2004.0,Other opioids,T40.2,151,5652404
522,,Arizona,4,2004.0,Methadone,T40.3,70,5652404
523,,Arizona,4,2004.0,Other synthetic narcotics,T40.4,29,5652404
524,,Arizona,4,2004.0,Cocaine,T40.5,123,5652404
525,,Arizona,4,2004.0,Other and unspecified narcotics,T40.6,95,5652404
526,,Arizona,4,2004.0,Cannabis (derivatives),T40.7,Suppressed,5652404
527,,Arizona,4,2004.0,Lysergide [LSD],T40.8,Suppressed,5652404
528,,Arizona,4,2004.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5652404
529,Total,Arizona,4,2004.0,,,511,5652404
530,,Arizona,4,2005.0,Opium,T40.0,Suppressed,5839077
531,,Arizona,4,2005.0,Heroin,T40.1,33,5839077
532,,Arizona,4,2005.0,Other opioids,T40.2,179,5839077
533,,Arizona,4,2005.0,Methadone,T40.3,91,5839077
534,,Arizona,4,2005.0,Other synthetic narcotics,T40.4,35,5839077
535,,Arizona,4,2005.0,Cocaine,T40.5,129,5839077
536,,Arizona,4,2005.0,Other and unspecified narcotics,T40.6,85,5839077
537,,Arizona,4,2005.0,Cannabis (derivatives),T40.7,Suppressed,5839077
538,,Arizona,4,2005.0,Lysergide [LSD],T40.8,Suppressed,5839077
539,,Arizona,4,2005.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,5839077
540,Total,Arizona,4,2005.0,,,552,5839077
541,,Arizona,4,2006.0,Opium,T40.0,Suppressed,6029141
542,,Arizona,4,2006.0,Heroin,T40.1,52,6029141
543,,Arizona,4,2006.0,Other opioids,T40.2,196,6029141
544,,Arizona,4,2006.0,Methadone,T40.3,94,6029141
545,,Arizona,4,2006.0,Other synthetic narcotics,T40.4,56,6029141
546,,Arizona,4,2006.0,Cocaine,T40.5,184,6029141
547,,Arizona,4,2006.0,Other and unspecified narcotics,T40.6,122,6029141
548,,Arizona,4,2006.0,Cannabis (derivatives),T40.7,Suppressed,6029141
549,,Arizona,4,2006.0,Lysergide [LSD],T40.8,Suppressed,6029141
550,,Arizona,4,2006.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6029141
551,Total,Arizona,4,2006.0,,,705,6029141
552,,Arizona,4,2007.0,Opium,T40.0,Suppressed,6167681
553,,Arizona,4,2007.0,Heroin,T40.1,52,6167681
554,,Arizona,4,2007.0,Other opioids,T40.2,238,6167681
555,,Arizona,4,2007.0,Methadone,T40.3,88,6167681
556,,Arizona,4,2007.0,Other synthetic narcotics,T40.4,39,6167681
557,,Arizona,4,2007.0,Cocaine,T40.5,144,6167681
558,,Arizona,4,2007.0,Other and unspecified narcotics,T40.6,114,6167681
559,,Arizona,4,2007.0,Cannabis (derivatives),T40.7,Suppressed,6167681
560,,Arizona,4,2007.0,Lysergide [LSD],T40.8,Suppressed,6167681
561,,Arizona,4,2007.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6167681
562,Total,Arizona,4,2007.0,,,675,6167681
563,,Arizona,4,2008.0,Opium,T40.0,Suppressed,6280362
564,,Arizona,4,2008.0,Heroin,T40.1,63,6280362
565,,Arizona,4,2008.0,Other opioids,T40.2,269,6280362
566,,Arizona,4,2008.0,Methadone,T40.3,93,6280362
567,,Arizona,4,2008.0,Other synthetic narcotics,T40.4,49,6280362
568,,Arizona,4,2008.0,Cocaine,T40.5,84,6280362
569,,Arizona,4,2008.0,Other and unspecified narcotics,T40.6,80,6280362
570,,Arizona,4,2008.0,Cannabis (derivatives),T40.7,Suppressed,6280362
571,,Arizona,4,2008.0,Lysergide [LSD],T40.8,Suppressed,6280362
572,,Arizona,4,2008.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6280362
573,Total,Arizona,4,2008.0,,,639,6280362
574,,Arizona,4,2009.0,Opium,T40.0,Suppressed,6343154
575,,Arizona,4,2009.0,Heroin,T40.1,84,6343154
576,,Arizona,4,2009.0,Other opioids,T40.2,324,6343154
577,,Arizona,4,2009.0,Methadone,T40.3,109,6343154
578,,Arizona,4,2009.0,Other synthetic narcotics,T40.4,56,6343154
579,,Arizona,4,2009.0,Cocaine,T40.5,104,6343154
580,,Arizona,4,2009.0,Other and unspecified narcotics,T40.6,113,6343154
581,,Arizona,4,2009.0,Cannabis (derivatives),T40.7,Suppressed,6343154
582,,Arizona,4,2009.0,Lysergide [LSD],T40.8,Suppressed,6343154
583,,Arizona,4,2009.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6343154
584,Total,Arizona,4,2009.0,,,791,6343154
585,,Arizona,4,2010.0,Opium,T40.0,Suppressed,6392017
586,,Arizona,4,2010.0,Heroin,T40.1,91,6392017
587,,Arizona,4,2010.0,Other opioids,T40.2,340,6392017
588,,Arizona,4,2010.0,Methadone,T40.3,109,6392017
589,,Arizona,4,2010.0,Other synthetic narcotics,T40.4,72,6392017
590,,Arizona,4,2010.0,Cocaine,T40.5,76,6392017
591,,Arizona,4,2010.0,Other and unspecified narcotics,T40.6,113,6392017
592,,Arizona,4,2010.0,Cannabis (derivatives),T40.7,Suppressed,6392017
593,,Arizona,4,2010.0,Lysergide [LSD],T40.8,Suppressed,6392017
594,,Arizona,4,2010.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6392017
595,Total,Arizona,4,2010.0,,,803,6392017
596,,Arizona,4,2011.0,Opium,T40.0,Suppressed,6482505
597,,Arizona,4,2011.0,Heroin,T40.1,118,6482505
598,,Arizona,4,2011.0,Other opioids,T40.2,335,6482505
599,,Arizona,4,2011.0,Methadone,T40.3,59,6482505
600,,Arizona,4,2011.0,Other synthetic narcotics,T40.4,43,6482505
601,,Arizona,4,2011.0,Cocaine,T40.5,63,6482505
602,,Arizona,4,2011.0,Other and unspecified narcotics,T40.6,85,6482505
603,,Arizona,4,2011.0,Cannabis (derivatives),T40.7,Suppressed,6482505
604,,Arizona,4,2011.0,Lysergide [LSD],T40.8,Suppressed,6482505
605,,Arizona,4,2011.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6482505
606,Total,Arizona,4,2011.0,,,707,6482505
607,,Arizona,4,2012.0,Opium,T40.0,Suppressed,6553255
608,,Arizona,4,2012.0,Heroin,T40.1,102,6553255
609,,Arizona,4,2012.0,Other opioids,T40.2,356,6553255
610,,Arizona,4,2012.0,Methadone,T40.3,53,6553255
611,,Arizona,4,2012.0,Other synthetic narcotics,T40.4,38,6553255
612,,Arizona,4,2012.0,Cocaine,T40.5,62,6553255
613,,Arizona,4,2012.0,Other and unspecified narcotics,T40.6,53,6553255
614,,Arizona,4,2012.0,Cannabis (derivatives),T40.7,Suppressed,6553255
615,,Arizona,4,2012.0,Lysergide [LSD],T40.8,Suppressed,6553255
616,,Arizona,4,2012.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6553255
617,Total,Arizona,4,2012.0,,,667,6553255
618,,Arizona,4,2013.0,Opium,T40.0,Suppressed,6626624
619,,Arizona,4,2013.0,Heroin,T40.1,147,6626624
620,,Arizona,4,2013.0,Other opioids,T40.2,268,6626624
621,,Arizona,4,2013.0,Methadone,T40.3,66,6626624
622,,Arizona,4,2013.0,Other synthetic narcotics,T40.4,52,6626624
623,,Arizona,4,2013.0,Cocaine,T40.5,57,6626624
624,,Arizona,4,2013.0,Other and unspecified narcotics,T40.6,51,6626624
625,,Arizona,4,2013.0,Cannabis (derivatives),T40.7,Suppressed,6626624
626,,Arizona,4,2013.0,Lysergide [LSD],T40.8,Suppressed,6626624
627,,Arizona,4,2013.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6626624
628,Total,Arizona,4,2013.0,,,647,6626624
629,,Arizona,4,2014.0,Opium,T40.0,Suppressed,6731484
630,,Arizona,4,2014.0,Heroin,T40.1,199,6731484
631,,Arizona,4,2014.0,Other opioids,T40.2,310,6731484
632,,Arizona,4,2014.0,Methadone,T40.3,66,6731484
633,,Arizona,4,2014.0,Other synthetic narcotics,T40.4,59,6731484
634,,Arizona,4,2014.0,Cocaine,T40.5,58,6731484
635,,Arizona,4,2014.0,Other and unspecified narcotics,T40.6,40,6731484
636,,Arizona,4,2014.0,Cannabis (derivatives),T40.7,Suppressed,6731484
637,,Arizona,4,2014.0,Lysergide [LSD],T40.8,Suppressed,6731484
638,,Arizona,4,2014.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6731484
639,Total,Arizona,4,2014.0,,,735,6731484
640,,Arizona,4,2015.0,Opium,T40.0,Suppressed,6828065
641,,Arizona,4,2015.0,Heroin,T40.1,252,6828065
642,,Arizona,4,2015.0,Other opioids,T40.2,318,6828065
643,,Arizona,4,2015.0,Methadone,T40.3,77,6828065
644,,Arizona,4,2015.0,Other synthetic narcotics,T40.4,75,6828065
645,,Arizona,4,2015.0,Cocaine,T40.5,68,6828065
646,,Arizona,4,2015.0,Other and unspecified narcotics,T40.6,51,6828065
647,,Arizona,4,2015.0,Cannabis (derivatives),T40.7,Suppressed,6828065
648,,Arizona,4,2015.0,Lysergide [LSD],T40.8,Suppressed,6828065
649,,Arizona,4,2015.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6828065
650,Total,Arizona,4,2015.0,,,845,6828065
651,,Arizona,4,2016.0,Opium,T40.0,Suppressed,6931071
652,,Arizona,4,2016.0,Heroin,T40.1,304,6931071
653,,Arizona,4,2016.0,Other opioids,T40.2,348,6931071
654,,Arizona,4,2016.0,Methadone,T40.3,80,6931071
655,,Arizona,4,2016.0,Other synthetic narcotics,T40.4,127,6931071
656,,Arizona,4,2016.0,Cocaine,T40.5,90,6931071
657,,Arizona,4,2016.0,Other and unspecified narcotics,T40.6,52,6931071
658,,Arizona,4,2016.0,Cannabis (derivatives),T40.7,12,6931071
659,,Arizona,4,2016.0,Lysergide [LSD],T40.8,Suppressed,6931071
660,,Arizona,4,2016.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,6931071
661,Total,Arizona,4,2016.0,,,1013,6931071
662,,Arizona,4,2017.0,Opium,T40.0,Suppressed,7016270
663,,Arizona,4,2017.0,Heroin,T40.1,346,7016270
664,,Arizona,4,2017.0,Other opioids,T40.2,375,7016270
665,,Arizona,4,2017.0,Methadone,T40.3,84,7016270
666,,Arizona,4,2017.0,Other synthetic narcotics,T40.4,271,7016270
667,,Arizona,4,2017.0,Cocaine,T40.5,143,7016270
668,,Arizona,4,2017.0,Other and unspecified narcotics,T40.6,56,7016270
669,,Arizona,4,2017.0,Cannabis (derivatives),T40.7,13,7016270
670,,Arizona,4,2017.0,Lysergide [LSD],T40.8,Suppressed,7016270
671,,Arizona,4,2017.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7016270
672,Total,Arizona,4,2017.0,,,1290,7016270
673,,Arizona,4,2018.0,Opium,T40.0,Suppressed,7171646
674,,Arizona,4,2018.0,Heroin,T40.1,362,7171646
675,,Arizona,4,2018.0,Other opioids,T40.2,336,7171646
676,,Arizona,4,2018.0,Methadone,T40.3,67,7171646
677,,Arizona,4,2018.0,Other synthetic narcotics,T40.4,533,7171646
678,,Arizona,4,2018.0,Cocaine,T40.5,180,7171646
679,,Arizona,4,2018.0,Other and unspecified narcotics,T40.6,39,7171646
680,,Arizona,4,2018.0,Cannabis (derivatives),T40.7,14,7171646
681,,Arizona,4,2018.0,Lysergide [LSD],T40.8,Suppressed,7171646
682,,Arizona,4,2018.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7171646
683,Total,Arizona,4,2018.0,,,1533,7171646
684,,Arizona,4,2019.0,Opium,T40.0,Suppressed,7278717
685,,Arizona,4,2019.0,Heroin,T40.1,278,7278717
686,,Arizona,4,2019.0,Other opioids,T40.2,323,7278717
687,,Arizona,4,2019.0,Methadone,T40.3,77,7278717
688,,Arizona,4,2019.0,Other synthetic narcotics,T40.4,806,7278717
689,,Arizona,4,2019.0,Cocaine,T40.5,183,7278717
690,,Arizona,4,2019.0,Other and unspecified narcotics,T40.6,43,7278717
691,,Arizona,4,2019.0,Cannabis (derivatives),T40.7,26,7278717
692,,Arizona,4,2019.0,Lysergide [LSD],T40.8,Suppressed,7278717
693,,Arizona,4,2019.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,7278717
694,Total,Arizona,4,2019.0,,,1736,7278717
695,Total,Arizona,4,,,,16115,130658024
696,,Arkansas,5,1999.0,Opium,T40.0,Suppressed,2651860
697,,Arkansas,5,1999.0,Heroin,T40.1,Suppressed,2651860
698,,Arkansas,5,1999.0,Other opioids,T40.2,Suppressed,2651860
699,,Arkansas,5,1999.0,Methadone,T40.3,10,2651860
700,,Arkansas,5,1999.0,Other synthetic narcotics,T40.4,Suppressed,2651860
701,,Arkansas,5,1999.0,Cocaine,T40.5,10,2651860
702,,Arkansas,5,1999.0,Other and unspecified narcotics,T40.6,Suppressed,2651860
703,,Arkansas,5,1999.0,Cannabis (derivatives),T40.7,Suppressed,2651860
704,,Arkansas,5,1999.0,Lysergide [LSD],T40.8,Suppressed,2651860
705,,Arkansas,5,1999.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2651860
706,Total,Arkansas,5,1999.0,,,41,2651860
707,,Arkansas,5,2000.0,Opium,T40.0,Suppressed,2673400
708,,Arkansas,5,2000.0,Heroin,T40.1,Suppressed,2673400
709,,Arkansas,5,2000.0,Other opioids,T40.2,Suppressed,2673400
710,,Arkansas,5,2000.0,Methadone,T40.3,Suppressed,2673400
711,,Arkansas,5,2000.0,Other synthetic narcotics,T40.4,Suppressed,2673400
712,,Arkansas,5,2000.0,Cocaine,T40.5,14,2673400
713,,Arkansas,5,2000.0,Other and unspecified narcotics,T40.6,Suppressed,2673400
714,,Arkansas,5,2000.0,Cannabis (derivatives),T40.7,Suppressed,2673400
715,,Arkansas,5,2000.0,Lysergide [LSD],T40.8,Suppressed,2673400
716,,Arkansas,5,2000.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2673400
717,Total,Arkansas,5,2000.0,,,35,2673400
718,,Arkansas,5,2001.0,Opium,T40.0,Suppressed,2691571
719,,Arkansas,5,2001.0,Heroin,T40.1,Suppressed,2691571
720,,Arkansas,5,2001.0,Other opioids,T40.2,14,2691571
721,,Arkansas,5,2001.0,Methadone,T40.3,Suppressed,2691571
722,,Arkansas,5,2001.0,Other synthetic narcotics,T40.4,Suppressed,2691571
723,,Arkansas,5,2001.0,Cocaine,T40.5,12,2691571
724,,Arkansas,5,2001.0,Other and unspecified narcotics,T40.6,Suppressed,2691571
725,,Arkansas,5,2001.0,Cannabis (derivatives),T40.7,Suppressed,2691571
726,,Arkansas,5,2001.0,Lysergide [LSD],T40.8,Suppressed,2691571
727,,Arkansas,5,2001.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2691571
728,Total,Arkansas,5,2001.0,,,42,2691571
729,,Arkansas,5,2002.0,Opium,T40.0,Suppressed,2705927
730,,Arkansas,5,2002.0,Heroin,T40.1,Suppressed,2705927
731,,Arkansas,5,2002.0,Other opioids,T40.2,42,2705927
732,,Arkansas,5,2002.0,Methadone,T40.3,35,2705927
733,,Arkansas,5,2002.0,Other synthetic narcotics,T40.4,26,2705927
734,,Arkansas,5,2002.0,Cocaine,T40.5,28,2705927
735,,Arkansas,5,2002.0,Other and unspecified narcotics,T40.6,11,2705927
736,,Arkansas,5,2002.0,Cannabis (derivatives),T40.7,Suppressed,2705927
737,,Arkansas,5,2002.0,Lysergide [LSD],T40.8,Suppressed,2705927
738,,Arkansas,5,2002.0,Other and unspecified psychodysleptics [hallucinogens],T40.9,Suppressed,2705927
739,Total,Arkansas,5,2002.0,,,148,2705927
740,,Arkansas,5,2003.0,Opium,T40.0,Suppressed,2724816
741,,Arkansas,5,2003.0,Heroin,T40.1,Suppressed,2724816
742,,Arkansas,5,2003.0,Other opioids,T40.2,56,2724816
743,,Arkansas,5,2003.0,Methadone,T40.3,39,2724816
744,,Arkansas,5,2003.0,Other synthetic narcotics,T40.4,27,2724816
745,,Arkansas,5,2003.0,Cocaine,T40.5,30,2724816
746,,Arkansas,5,2003.0,Other and unspecified narcotics,T40.6,Suppressed,2724816
