,State,Year,Multiple Cause of death,Population,Deaths,Crude Rate
552,Colorado,2004,Methadone,4575013,40,0.87
553,Colorado,2004,Other narcotics,4575013,105,2.3
554,Colorado,2004,Other opioids,4575013,84,1.84
555,Colorado,2005,Cocaine,4631888,170,3.67
556,Colorado,2005,Heroin,4631888,42,0.91
557,Colorado,2005,Methadone,4631888,55,1.19
558,Colorado,2005,Other narcotics,4631888,124,2.68
559,Colorado,2005,Other opioids,4631888,112,2.42
560,Colorado,2006,Cocaine,4720423,193,4.09
561,Colorado,2006,Heroin,4720423,39,0.83
562,Colorado,2006,Methadone,4720423,63,1.33
563,Colorado,2006,Other narcotics,4720423,120,2.54
564,Colorado,2006,Other opioids,4720423,131,2.78
565,Colorado,2007,Cocaine,4803868,158,3.29
566,Colorado,2007,Heroin,4803868,39,0.81
567,Colorado,2007,Methadone,4803868,60,1.25
568,Colorado,2007,Other narcotics,4803868,97,2.02
569,Colorado,2007,Other opioids,4803868,195,4.06
570,Colorado,2008,Cocaine,4889730,131,2.68
571,Colorado,2008,Heroin,4889730,48,0.98
572,Colorado,2008,Methadone,4889730,50,1.02
573,Colorado,2008,Other narcotics,4889730,120,2.45
574,Colorado,2008,Other opioids,4889730,182,3.72
575,Colorado,2009,Cocaine,4972195,102,2.05
576,Colorado,2009,Heroin,4972195,73,1.47
577,Colorado,2009,Methadone,4972195,60,1.21
578,Colorado,2009,Other narcotics,4972195,138,2.78
579,Colorado,2009,Other opioids,4972195,176,3.54
580,Colorado,2010,Cocaine,5029196,77,1.53
581,Colorado,2010,Heroin,5029196,46,0.91
582,Colorado,2010,Methadone,5029196,51,1.01
583,Colorado,2010,Other narcotics,5029196,105,2.09
584,Colorado,2010,Other opioids,5029196,150,2.98
585,Colorado,2011,Cocaine,5116796,98,1.92
586,Colorado,2011,Heroin,5116796,80,1.56
587,Colorado,2011,Methadone,5116796,61,1.19
588,Colorado,2011,Other narcotics,5116796,117,2.29
589,Colorado,2011,Other opioids,5116796,200,3.91
590,Colorado,2012,Cocaine,5187582,70,1.35
591,Colorado,2012,Heroin,5187582,91,1.75
592,Colorado,2012,Methadone,5187582,45,0.87
593,Colorado,2012,Other narcotics,5187582,92,1.77
594,Colorado,2012,Other opioids,5187582,227,4.38
595,Colorado,2013,Cocaine,5268367,64,1.21
596,Colorado,2013,Heroin,5268367,120,2.28
597,Colorado,2013,Methadone,5268367,43,0.82
598,Colorado,2013,Other narcotics,5268367,116,2.2
599,Colorado,2013,Other opioids,5268367,225,4.27
600,Colorado,2014,Cocaine,5355866,85,1.59
601,Colorado,2014,Heroin,5355866,159,2.97
602,Colorado,2014,Methadone,5355866,52,0.97
603,Colorado,2014,Other narcotics,5355866,131,2.45
604,Colorado,2014,Other opioids,5355866,263,4.91
605,Colorado,2015,Cocaine,5456574,72,1.32
606,Colorado,2015,Heroin,5456574,164,3.01
607,Colorado,2015,Methadone,5456574,36,0.66
608,Colorado,2015,Other narcotics,5456574,100,1.83
609,Colorado,2015,Other opioids,5456574,270,4.95
610,Colorado,2016,Cocaine,5540545,120,2.17
611,Colorado,2016,Heroin,5540545,241,4.35
612,Colorado,2016,Methadone,5540545,60,1.08
613,Colorado,2016,Other narcotics,5540545,101,1.82
614,Colorado,2016,Other opioids,5540545,223,4.02
615,Colorado,2017,Cocaine,5607154,109,1.94
616,Colorado,2017,Heroin,5607154,229,4.08
617,Colorado,2017,Methadone,5607154,60,1.07
618,Colorado,2017,Other narcotics,5607154,148,2.64
619,Colorado,2017,Other opioids,5607154,264,4.71
620,Colorado,2018,Cocaine,5695564,150,2.63
621,Colorado,2018,Heroin,5695564,243,4.27
622,Colorado,2018,Methadone,5695564,58,1.02
623,Colorado,2018,Other narcotics,5695564,162,2.84
624,Colorado,2018,Other opioids,5695564,240,4.21
625,Colorado,2019,Cocaine,5758736,155,2.69
626,Colorado,2019,Heroin,5758736,225,3.91
627,Colorado,2019,Methadone,5758736,40,0.69
628,Colorado,2019,Other narcotics,5758736,280,4.86
629,Colorado,2019,Other opioids,5758736,258,4.48
630,Connecticut,1999,Cocaine,3386401,88,2.6
631,Connecticut,1999,Heroin,3386401,98,2.89
632,Connecticut,1999,Methadone,3386401,14,0.41
633,Connecticut,1999,Other narcotics,3386401,36,1.06
634,Connecticut,1999,Other opioids,3386401,12,0.35
635,Connecticut,2000,Cocaine,3405565,50,1.47
636,Connecticut,2000,Heroin,3405565,113,3.32
637,Connecticut,2000,Methadone,3405565,16,0.47
638,Connecticut,2000,Other narcotics,3405565,41,1.2
639,Connecticut,2000,Other opioids,3405565,5,0.15
640,Connecticut,2001,Cocaine,3432835,60,1.75
641,Connecticut,2001,Heroin,3432835,98,2.85
642,Connecticut,2001,Methadone,3432835,16,0.47
643,Connecticut,2001,Other narcotics,3432835,29,0.84
644,Connecticut,2001,Other opioids,3432835,19,0.55
645,Connecticut,2002,Cocaine,3458749,63,1.82
646,Connecticut,2002,Heroin,3458749,90,2.6
647,Connecticut,2002,Methadone,3458749,24,0.69
648,Connecticut,2002,Other narcotics,3458749,37,1.07
649,Connecticut,2002,Other opioids,3458749,25,0.72
650,Connecticut,2003,Cocaine,3484336,68,1.95
651,Connecticut,2003,Heroin,3484336,109,3.13
652,Connecticut,2003,Methadone,3484336,19,0.55
653,Connecticut,2003,Other narcotics,3484336,26,0.75
654,Connecticut,2003,Other opioids,3484336,23,0.66
655,Connecticut,2004,Cocaine,3496094,61,1.74
656,Connecticut,2004,Heroin,3496094,94,2.69
657,Connecticut,2004,Methadone,3496094,44,1.26
658,Connecticut,2004,Other narcotics,3496094,35,1.0
659,Connecticut,2004,Other opioids,3496094,31,0.89
660,Connecticut,2005,Cocaine,3506956,85,2.42
661,Connecticut,2005,Heroin,3506956,82,2.34
662,Connecticut,2005,Methadone,3506956,38,1.08
663,Connecticut,2005,Other narcotics,3506956,40,1.14
664,Connecticut,2005,Other opioids,3506956,28,0.8
665,Connecticut,2006,Cocaine,3517460,113,3.21
666,Connecticut,2006,Heroin,3517460,93,2.64
667,Connecticut,2006,Methadone,3517460,62,1.76
668,Connecticut,2006,Other narcotics,3517460,59,1.68
669,Connecticut,2006,Other opioids,3517460,39,1.11
670,Connecticut,2007,Cocaine,3527270,98,2.78
671,Connecticut,2007,Heroin,3527270,120,3.4
672,Connecticut,2007,Methadone,3527270,57,1.62
673,Connecticut,2007,Other narcotics,3527270,55,1.56
674,Connecticut,2007,Other opioids,3527270,35,0.99
675,Connecticut,2008,Cocaine,3545579,74,2.09
676,Connecticut,2008,Heroin,3545579,109,3.07
677,Connecticut,2008,Methadone,3545579,48,1.35
678,Connecticut,2008,Other narcotics,3545579,44,1.24
679,Connecticut,2008,Other opioids,3545579,40,1.13
680,Connecticut,2009,Cocaine,3561807,64,1.8
681,Connecticut,2009,Heroin,3561807,100,2.81
682,Connecticut,2009,Methadone,3561807,42,1.18
683,Connecticut,2009,Other narcotics,3561807,53,1.49
684,Connecticut,2009,Other opioids,3561807,32,0.9
685,Connecticut,2010,Cocaine,3574097,55,1.54
686,Connecticut,2010,Heroin,3574097,77,2.15
687,Connecticut,2010,Methadone,3574097,43,1.2
688,Connecticut,2010,Other narcotics,3574097,73,2.04
689,Connecticut,2010,Other opioids,3574097,43,1.2
690,Connecticut,2011,Cocaine,3580709,80,2.23
691,Connecticut,2011,Heroin,3580709,85,2.37
692,Connecticut,2011,Methadone,3580709,32,0.89
693,Connecticut,2011,Other narcotics,3580709,54,1.51
694,Connecticut,2011,Other opioids,3580709,45,1.26
695,Connecticut,2012,Cocaine,3590347,74,2.06
696,Connecticut,2012,Heroin,3590347,98,2.73
697,Connecticut,2012,Methadone,3590347,25,0.7
698,Connecticut,2012,Other narcotics,3590347,50,1.39
699,Connecticut,2012,Other opioids,3590347,38,1.06
700,Connecticut,2013,Cocaine,3596080,147,4.09
701,Connecticut,2013,Heroin,3596080,229,6.37
702,Connecticut,2013,Methadone,3596080,49,1.36
703,Connecticut,2013,Other narcotics,3596080,78,2.17
704,Connecticut,2013,Other opioids,3596080,145,4.03
705,Connecticut,2014,Cocaine,3596677,124,3.45
706,Connecticut,2014,Heroin,3596677,300,8.34
707,Connecticut,2014,Methadone,3596677,52,1.45
708,Connecticut,2014,Other narcotics,3596677,116,3.23
709,Connecticut,2014,Other opioids,3596677,160,4.45
710,Connecticut,2015,Cocaine,3590886,171,4.76
711,Connecticut,2015,Heroin,3590886,392,10.92
712,Connecticut,2015,Methadone,3590886,73,2.03
713,Connecticut,2015,Other narcotics,3590886,233,6.49
714,Connecticut,2015,Other opioids,3590886,187,5.21
715,Connecticut,2016,Cocaine,3576452,245,6.85
716,Connecticut,2016,Heroin,3576452,455,12.72
717,Connecticut,2016,Methadone,3576452,75,2.1
718,Connecticut,2016,Other narcotics,3576452,516,14.43
719,Connecticut,2016,Other opioids,3576452,210,5.87
720,Connecticut,2017,Cocaine,3588184,295,8.22
721,Connecticut,2017,Heroin,3588184,428,11.93
722,Connecticut,2017,Methadone,3588184,95,2.65
723,Connecticut,2017,Other narcotics,3588184,701,19.54
724,Connecticut,2017,Other opioids,3588184,194,5.41
725,Connecticut,2018,Cocaine,3572665,316,8.84
726,Connecticut,2018,Heroin,3572665,340,9.52
727,Connecticut,2018,Methadone,3572665,84,2.35
728,Connecticut,2018,Other narcotics,3572665,778,21.78
729,Connecticut,2018,Other opioids,3572665,164,4.59
730,Connecticut,2019,Cocaine,3565287,382,10.71
731,Connecticut,2019,Heroin,3565287,342,9.59
732,Connecticut,2019,Methadone,3565287,89,2.5
733,Connecticut,2019,Other narcotics,3565287,965,27.07
734,Connecticut,2019,Other opioids,3565287,212,5.95
735,Delaware,1999,Cocaine,774990,13,1.68
736,Delaware,1999,Heroin,774990,14,1.81
737,Delaware,1999,Methadone,774990,5,0.65
738,Delaware,1999,Other narcotics,774990,17,2.19
739,Delaware,1999,Other opioids,774990,5,0.65
740,Delaware,2000,Cocaine,783600,14,1.79
741,Delaware,2000,Heroin,783600,5,0.64
742,Delaware,2000,Methadone,783600,5,0.64
743,Delaware,2000,Other narcotics,783600,19,2.42
744,Delaware,2000,Other opioids,783600,5,0.64
745,Delaware,2001,Cocaine,795699,16,2.01
746,Delaware,2001,Heroin,795699,5,0.63
747,Delaware,2001,Methadone,795699,5,0.63
748,Delaware,2001,Other narcotics,795699,18,2.26
749,Delaware,2001,Other opioids,795699,11,1.38
750,Delaware,2002,Cocaine,806169,27,3.35
751,Delaware,2002,Heroin,806169,15,1.86
752,Delaware,2002,Methadone,806169,5,0.62
753,Delaware,2002,Other narcotics,806169,10,1.24
754,Delaware,2002,Other opioids,806169,23,2.85
755,Delaware,2003,Cocaine,818003,14,1.71
756,Delaware,2003,Heroin,818003,5,0.61
757,Delaware,2003,Methadone,818003,15,1.83
758,Delaware,2003,Other narcotics,818003,10,1.22
759,Delaware,2003,Other opioids,818003,16,1.96
760,Delaware,2004,Cocaine,830803,18,2.17
761,Delaware,2004,Heroin,830803,5,0.6
762,Delaware,2004,Methadone,830803,5,0.6
763,Delaware,2004,Other narcotics,830803,10,1.2
764,Delaware,2004,Other opioids,830803,15,1.81
765,Delaware,2005,Cocaine,845150,12,1.42
766,Delaware,2005,Heroin,845150,5,0.59
767,Delaware,2005,Methadone,845150,10,1.18
768,Delaware,2005,Other narcotics,845150,10,1.18
769,Delaware,2005,Other opioids,845150,12,1.42
770,Delaware,2006,Cocaine,859268,19,2.21
771,Delaware,2006,Heroin,859268,5,0.58
772,Delaware,2006,Methadone,859268,16,1.86
773,Delaware,2006,Other narcotics,859268,19,2.21
774,Delaware,2006,Other opioids,859268,16,1.86
775,Delaware,2007,Cocaine,871749,14,1.61
776,Delaware,2007,Heroin,871749,10,1.15
777,Delaware,2007,Methadone,871749,22,2.52
778,Delaware,2007,Other narcotics,871749,10,1.15
779,Delaware,2007,Other opioids,871749,15,1.72
780,Delaware,2008,Cocaine,883874,15,1.7
781,Delaware,2008,Heroin,883874,5,0.57
782,Delaware,2008,Methadone,883874,19,2.15
783,Delaware,2008,Other narcotics,883874,18,2.04
784,Delaware,2008,Other opioids,883874,31,3.51
785,Delaware,2009,Cocaine,891730,21,2.35
786,Delaware,2009,Heroin,891730,5,0.56
787,Delaware,2009,Methadone,891730,25,2.8
788,Delaware,2009,Other narcotics,891730,26,2.92
789,Delaware,2009,Other opioids,891730,47,5.27
790,Delaware,2010,Cocaine,897934,27,3.01
791,Delaware,2010,Heroin,897934,17,1.89
792,Delaware,2010,Methadone,897934,25,2.78
793,Delaware,2010,Other narcotics,897934,31,3.45
794,Delaware,2010,Other opioids,897934,56,6.24
795,Delaware,2011,Cocaine,907135,15,1.65
796,Delaware,2011,Heroin,907135,15,1.65
797,Delaware,2011,Methadone,907135,23,2.54
798,Delaware,2011,Other narcotics,907135,33,3.64
799,Delaware,2011,Other opioids,907135,65,7.17
800,Delaware,2012,Cocaine,917092,26,2.84
801,Delaware,2012,Heroin,917092,20,2.18
802,Delaware,2012,Methadone,917092,11,1.2
803,Delaware,2012,Other narcotics,917092,37,4.03
804,Delaware,2012,Other opioids,917092,37,4.03
805,Delaware,2013,Cocaine,925749,20,2.16
806,Delaware,2013,Heroin,925749,39,4.21
807,Delaware,2013,Methadone,925749,22,2.38
808,Delaware,2013,Other narcotics,925749,43,4.64
809,Delaware,2013,Other opioids,925749,35,3.78
810,Delaware,2014,Cocaine,935614,21,2.24
811,Delaware,2014,Heroin,935614,54,5.77
812,Delaware,2014,Methadone,935614,25,2.67
813,Delaware,2014,Other narcotics,935614,39,4.17
814,Delaware,2014,Other opioids,935614,38,4.06
815,Delaware,2015,Cocaine,945934,26,2.75
816,Delaware,2015,Heroin,945934,66,6.98
817,Delaware,2015,Methadone,945934,14,1.48
818,Delaware,2015,Other narcotics,945934,53,5.6
819,Delaware,2015,Other opioids,945934,37,3.91
820,Delaware,2016,Cocaine,952065,58,6.09
821,Delaware,2016,Heroin,952065,56,5.88
822,Delaware,2016,Methadone,952065,12,1.26
823,Delaware,2016,Other narcotics,952065,90,9.45
824,Delaware,2016,Other opioids,952065,34,3.57
825,Delaware,2017,Cocaine,961939,112,11.64
826,Delaware,2017,Heroin,961939,122,12.68
827,Delaware,2017,Methadone,961939,15,1.56
828,Delaware,2017,Other narcotics,961939,205,21.31
829,Delaware,2017,Other opioids,961939,67,6.97
830,Delaware,2018,Cocaine,967171,142,14.68
831,Delaware,2018,Heroin,967171,143,14.79
832,Delaware,2018,Methadone,967171,26,2.69
833,Delaware,2018,Other narcotics,967171,345,35.67
834,Delaware,2018,Other opioids,967171,63,6.51
835,Delaware,2019,Cocaine,973764,171,17.56
836,Delaware,2019,Heroin,973764,109,11.19
837,Delaware,2019,Methadone,973764,28,2.88
838,Delaware,2019,Other narcotics,973764,360,36.97
839,Delaware,2019,Other opioids,973764,54,5.55
840,District of Columbia,1999,Cocaine,570213,29,5.09
841,District of Columbia,1999,Heroin,570213,19,3.33
842,District of Columbia,1999,Methadone,570213,5,0.88
843,District of Columbia,1999,Other narcotics,570213,10,1.75
844,District of Columbia,1999,Other opioids,570213,5,0.88
845,District of Columbia,2000,Cocaine,572059,43,7.52
846,District of Columbia,2000,Heroin,572059,5,0.87
847,District of Columbia,2000,Methadone,572059,5,0.87
848,District of Columbia,2000,Other narcotics,572059,33,5.77
849,District of Columbia,2000,Other opioids,572059,5,0.87
850,District of Columbia,2001,Cocaine,574504,56,9.75
851,District of Columbia,2001,Heroin,574504,5,0.87
852,District of Columbia,2001,Methadone,574504,5,0.87
853,District of Columbia,2001,Other narcotics,574504,47,8.18
854,District of Columbia,2001,Other opioids,574504,5,0.87
855,District of Columbia,2002,Cocaine,573158,37,6.46
856,District of Columbia,2002,Heroin,573158,5,0.87
857,District of Columbia,2002,Methadone,573158,5,0.87
858,District of Columbia,2002,Other narcotics,573158,25,4.36
859,District of Columbia,2002,Other opioids,573158,5,0.87
860,District of Columbia,2003,Cocaine,568502,59,10.38
861,District of Columbia,2003,Heroin,568502,5,0.88
862,District of Columbia,2003,Methadone,568502,10,1.76
863,District of Columbia,2003,Other narcotics,568502,48,8.44
864,District of Columbia,2003,Other opioids,568502,5,0.88
865,District of Columbia,2004,Cocaine,567754,44,7.75
866,District of Columbia,2004,Heroin,567754,5,0.88
867,District of Columbia,2004,Methadone,567754,5,0.88
868,District of Columbia,2004,Other narcotics,567754,27,4.76
869,District of Columbia,2004,Other opioids,567754,19,3.35
870,District of Columbia,2005,Cocaine,567136,40,7.05
871,District of Columbia,2005,Heroin,567136,5,0.88
872,District of Columbia,2005,Methadone,567136,10,1.76
873,District of Columbia,2005,Other narcotics,567136,30,5.29
874,District of Columbia,2005,Other opioids,567136,5,0.88
875,District of Columbia,2006,Cocaine,570681,59,10.34
876,District of Columbia,2006,Heroin,570681,5,0.88
877,District of Columbia,2006,Methadone,570681,13,2.28
878,District of Columbia,2006,Other narcotics,570681,38,6.66
879,District of Columbia,2006,Other opioids,570681,17,2.98
880,District of Columbia,2007,Cocaine,574404,33,5.75
881,District of Columbia,2007,Heroin,574404,5,0.87
882,District of Columbia,2007,Methadone,574404,5,0.87
883,District of Columbia,2007,Other narcotics,574404,21,3.66
884,District of Columbia,2007,Other opioids,574404,5,0.87
885,District of Columbia,2008,Cocaine,580236,35,6.03
886,District of Columbia,2008,Heroin,580236,5,0.86
887,District of Columbia,2008,Methadone,580236,5,0.86
888,District of Columbia,2008,Other narcotics,580236,17,2.93
889,District of Columbia,2008,Other opioids,580236,5,0.86
890,District of Columbia,2009,Cocaine,592228,10,1.69
891,District of Columbia,2009,Heroin,592228,5,0.84
892,District of Columbia,2009,Methadone,592228,5,0.84
893,District of Columbia,2009,Other narcotics,592228,10,1.69
894,District of Columbia,2009,Other opioids,592228,5,0.84
895,District of Columbia,2010,Cocaine,601723,42,6.98
896,District of Columbia,2010,Heroin,601723,16,2.66
897,District of Columbia,2010,Methadone,601723,10,1.66
898,District of Columbia,2010,Other narcotics,601723,10,1.66
899,District of Columbia,2010,Other opioids,601723,5,0.83
900,District of Columbia,2011,Cocaine,617996,35,5.66
901,District of Columbia,2011,Heroin,617996,24,3.88
902,District of Columbia,2011,Methadone,617996,13,2.1
903,District of Columbia,2011,Other narcotics,617996,17,2.75
904,District of Columbia,2011,Other opioids,617996,12,1.94
905,District of Columbia,2012,Cocaine,632323,31,4.9
906,District of Columbia,2012,Heroin,632323,25,3.95
907,District of Columbia,2012,Methadone,632323,5,0.79
908,District of Columbia,2012,Other narcotics,632323,10,1.58
909,District of Columbia,2012,Other opioids,632323,14,2.21
910,District of Columbia,2013,Cocaine,646449,33,5.1
911,District of Columbia,2013,Heroin,646449,35,5.41
912,District of Columbia,2013,Methadone,646449,5,0.77
913,District of Columbia,2013,Other narcotics,646449,10,1.55
914,District of Columbia,2013,Other opioids,646449,10,1.55
915,District of Columbia,2014,Cocaine,658893,36,5.46
916,District of Columbia,2014,Heroin,658893,38,5.77
917,District of Columbia,2014,Methadone,658893,10,1.52
918,District of Columbia,2014,Other narcotics,658893,18,2.73
919,District of Columbia,2014,Other opioids,658893,20,3.04
920,District of Columbia,2015,Cocaine,672228,35,5.21
921,District of Columbia,2015,Heroin,672228,67,9.97
922,District of Columbia,2015,Methadone,672228,5,0.74
923,District of Columbia,2015,Other narcotics,672228,32,4.76
924,District of Columbia,2015,Other opioids,672228,22,3.27
925,District of Columbia,2016,Cocaine,681170,91,13.36
926,District of Columbia,2016,Heroin,681170,125,18.35
927,District of Columbia,2016,Methadone,681170,22,3.23
928,District of Columbia,2016,Other narcotics,681170,135,19.82
929,District of Columbia,2016,Other opioids,681170,54,7.93
930,District of Columbia,2017,Cocaine,693972,127,18.3
931,District of Columbia,2017,Heroin,693972,128,18.44
932,District of Columbia,2017,Methadone,693972,24,3.46
933,District of Columbia,2017,Other narcotics,693972,189,27.23
934,District of Columbia,2017,Other opioids,693972,39,5.62
935,District of Columbia,2018,Cocaine,702455,106,15.09
936,District of Columbia,2018,Heroin,702455,80,11.39
937,District of Columbia,2018,Methadone,702455,10,1.42
938,District of Columbia,2018,Other narcotics,702455,167,23.77
939,District of Columbia,2018,Other opioids,702455,32,4.56
940,District of Columbia,2019,Cocaine,705749,130,18.42
941,District of Columbia,2019,Heroin,705749,88,12.47
942,District of Columbia,2019,Methadone,705749,16,2.27
943,District of Columbia,2019,Other narcotics,705749,225,31.88
944,District of Columbia,2019,Other opioids,705749,24,3.4
945,Florida,1999,Cocaine,15759421,229,1.45
946,Florida,1999,Heroin,15759421,127,0.81
947,Florida,1999,Methadone,15759421,36,0.23
948,Florida,1999,Other narcotics,15759421,120,0.76
949,Florida,1999,Other opioids,15759421,163,1.03
950,Florida,2000,Cocaine,15982378,233,1.46
951,Florida,2000,Heroin,15982378,171,1.07
952,Florida,2000,Methadone,15982378,53,0.33
953,Florida,2000,Other narcotics,15982378,153,0.96
954,Florida,2000,Other opioids,15982378,249,1.56
955,Florida,2001,Cocaine,16356966,375,2.29
956,Florida,2001,Heroin,16356966,210,1.28
957,Florida,2001,Methadone,16356966,135,0.83
958,Florida,2001,Other narcotics,16356966,190,1.16
959,Florida,2001,Other opioids,16356966,455,2.78
960,Florida,2002,Cocaine,16689370,400,2.4
961,Florida,2002,Heroin,16689370,210,1.26
962,Florida,2002,Methadone,16689370,227,1.36
963,Florida,2002,Other narcotics,16689370,212,1.27
964,Florida,2002,Other opioids,16689370,427,2.56
965,Florida,2003,Cocaine,17004085,507,2.98
966,Florida,2003,Heroin,17004085,211,1.24
967,Florida,2003,Methadone,17004085,279,1.64
968,Florida,2003,Other narcotics,17004085,229,1.35
969,Florida,2003,Other opioids,17004085,456,2.68
970,Florida,2004,Cocaine,17415318,540,3.1
971,Florida,2004,Heroin,17415318,146,0.84
